WISE Name,Catalog,GLong<br>(deg.),GLat<br>(deg.),Radius<br>(arcsec.),HII Region,Membership,VLSR<br>(km/s),Author,VLSR (Mol.)<br>(km/s),Molecule,KDAR,Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,RGal<br>(kpc),z<br>(pc),GLIMPSE 8um<br>(Jy),WISE 12um<br>(Jy),WISE 22um<br>(Jy),MIPSGAL 24um<br>(Jy),Hi-Gal 70um<br>(Jy),Hi-Gal 160um<br>(Jy),HRDS 3cm<br>(Jy),MAGPIS 20cm<br>(Jy),VGPS 21cm<br>(Jy)
G305.685+00.096,G,305.685,0.097,97,,G305.551-00.005,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.689+01.612,K,305.689,1.613,224,G305.678+01.607,G305.678+01.607,-58.0,Caswell Haynes (1987),,,T,05.0,00.1,TP/Kin,06.9,0139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.726+00.081,Q,305.726,0.081,65,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.728-00.235,Q,305.728,-0.234,26,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.763-00.250,Q,305.763,-0.249,32,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.777-00.254,Q,305.777,-0.253,26,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.784-00.236,Q,305.784,-0.236,31,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.789+00.138,K,305.789,0.138,321,G305.787+00.140,,-43.0,Caswell Haynes (1987),,,T,05.0,00.1,TP/Kin,06.9,0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.789+00.280,K,305.789,0.280,128,ATCA226,,-36.80,Wenger et al. (2019),,,N,03.3,00.1,Visible/Kin,07.1,0016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.799-00.250,C,305.799,-0.250,38,,,,,-33.1,CS,,,,,07.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.805+00.017,Q,305.805,0.018,35,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.813+01.370,G,305.813,1.371,859,,G305.678+01.607,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.838-00.059,K,305.838,-0.059,87,G305.807-00.063,,-30.0,Caswell Haynes (1987),,,,,,,07.3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.944+00.028,Q,305.944,0.028,105,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G305.975-00.166,Q,305.975,-0.166,31,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.035+00.042,Q,306.035,0.043,105,,,,,-29.8,90GHz,,,,,07.3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.054-00.039,Q,306.054,-0.038,73,,,,,-28.1,90GHz,,,,,07.4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.066-00.329,C,306.066,-0.329,64,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.117+00.134,Q,306.117,0.135,105,,,,,-33.6,13CO,,,,,07.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.181-00.353,Q,306.181,-0.353,44,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.268-00.333,Q,306.268,-0.333,39,,G306.315-00.361,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.286-00.344,Q,306.286,-0.343,51,,G306.315-00.361,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.321-00.358,K,306.321,-0.358,104,G306.315-00.361,G306.315-00.361,-16.0,Caswell Haynes (1987),,,F,08.9,00.8,H2CO/Kin,07.9,-055,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.323-00.332,Q,306.323,-0.332,23,,G306.315-00.361,,,-19.2,NH3,,,,,07.8,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.345-00.326,Q,306.345,-0.326,20,,G306.315-00.361,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.361-00.291,Q,306.361,-0.291,84,,G306.315-00.361,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.663+00.472,C,306.663,0.473,273,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.685-00.274,Q,306.685,-0.273,136,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.739-00.108,C,306.739,-0.107,103,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.740+00.264,C,306.740,0.264,151,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.754-00.401,Q,306.754,-0.401,26,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.779+00.192,Q,306.779,0.192,22,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.830-00.974,C,306.830,-0.973,180,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G306.907+00.094,Q,306.907,0.095,135,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.014+00.703,Q,307.014,0.703,34,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.100+00.525,Q,307.100,0.526,45,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.107-00.737,C,307.107,-0.737,159,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.120-00.573,Q,307.120,-0.573,46,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.234+00.915,Q,307.234,0.916,31,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.272+00.315,Q,307.272,0.316,194,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.373-00.948,Q,307.373,-0.947,18,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.381-00.938,C,307.381,-0.937,33,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.392-00.724,C,307.392,-0.724,147,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.396-00.578,C,307.396,-0.578,107,,,,,34.4,13CO,F,13.6,01.2,OG (Mol)/Kin,10.8,-137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.400-00.954,Q,307.400,-0.954,20,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.411-00.709,Q,307.411,-0.708,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.412-00.795,C,307.412,-0.795,198,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.442-00.359,C,307.442,-0.359,53,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.451-00.846,Q,307.451,-0.846,27,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.465+00.250,Q,307.465,0.250,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.479-00.808,Q,307.479,-0.807,22,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.504-00.821,C,307.504,-0.821,67,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.543+00.786,Q,307.543,0.787,39,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.559-00.585,K,307.559,-0.585,119,g307.569-00.616,,-40.00,Wenger et al. (2019),-33.0,CS,,,,,07.0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.571-00.620,C,307.571,-0.619,72,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.585-00.249,K,307.585,-0.249,617,G307.620-00.320,,-37.0,Caswell Haynes (1987),,,,,,,07.1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.610-00.593,C,307.610,-0.593,67,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.615-00.259,K,307.615,-0.259,108,G307.620-00.320,,-37.0,Caswell Haynes (1987),-36.6,CS,,,,,07.1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.628-01.051,C,307.628,-1.050,61,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.663-00.381,Q,307.663,-0.380,37,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.758+00.353,Q,307.758,0.353,50,,,,,-45.0,CS,T,05.2,01.0,TP/Kin (Mol),06.8,0032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.795-00.481,C,307.795,-0.481,65,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.850+00.015,Q,307.850,0.015,28,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.862+00.043,C,307.862,0.043,134,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.875-00.471,C,307.875,-0.471,246,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.888+00.652,Q,307.888,0.652,41,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.895-00.463,C,307.895,-0.463,44,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.938+00.036,Q,307.938,0.037,20,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.947-00.519,C,307.947,-0.519,243,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.957+00.016,Q,307.957,0.016,30,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.972-01.102,C,307.972,-1.101,64,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.974-01.594,K,307.974,-1.594,128,ATCA251,,39.60,Wenger et al. (2019),,,F,14.3,01.3,OG/Kin,11.3,-398,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G307.985-01.092,Q,307.985,-1.092,20,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.001-00.561,Q,308.001,-0.561,44,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.002+02.020,C,308.002,2.020,140,,,,,-22.9,13CO,,,,,07.6,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.015-01.890,C,308.015,-1.889,57,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.026-00.499,Q,308.026,-0.498,21,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.031-01.052,C,308.031,-1.052,148,,,,,41.8,CS,F,14.6,01.2,OG (Mol)/Kin,11.5,-267,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.033-01.053,C,308.033,-1.053,52,,,,,41.8,CS,F,14.6,01.2,OG (Mol)/Kin,11.5,-267,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.056-00.397,K,308.057,-0.397,34,SHRDS1087G,,-6.50,Wenger et al. (2019),-13.4,90GHz,N,00.3,00.1,Visible/Kin,08.3,-002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.067-00.432,Q,308.067,-0.431,25,,g308.092-00.432,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.069-00.439,Q,308.069,-0.439,19,,g308.092-00.432,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.072-00.389,K,308.072,-0.388,47,SHRDS1088G,,-13.90,Wenger et al. (2019),-13.4,90GHz,,,,,08.0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.079-00.406,K,308.079,-0.405,131,g308.092-00.432,g308.092-00.432,-15.50,Wenger et al. (2019),,,,,,,07.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.096-00.326,G,308.096,-0.326,324,,g308.092-00.432,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.192-00.042,C,308.192,-0.042,253,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.202-01.020,C,308.202,-1.020,30,,,,,32.8,13CO,F,13.7,01.2,OG (Mol)/Kin,10.7,-243,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.223-00.864,Q,308.223,-0.863,22,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.248-00.991,C,308.248,-0.991,36,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.259-00.379,Q,308.259,-0.379,28,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.261-00.963,Q,308.261,-0.962,25,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.390+00.346,Q,308.390,0.347,27,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.460-01.004,Q,308.460,-1.004,39,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.527-01.444,C,308.527,-1.443,67,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.571+00.500,G,308.571,0.500,474,,G308.647+00.579; RCW79,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.614+00.876,C,308.614,0.876,386,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.631-00.297,Q,308.631,-0.297,59,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.651-00.508,Q,308.651,-0.508,32,,,,,-3.5,CS,,,,,08.4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.713+00.646,K,308.713,0.646,477,G308.647+00.579; RCW79,G308.647+00.579; RCW79,-50.0,Caswell Haynes (1987),,,N,05.3,00.1,Visible/Kin,06.6,0059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.725+00.962,C,308.725,0.962,207,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.734-00.510,C,308.734,-0.509,90,,,,,-30.1,13CO,,,,,07.3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.747+00.547,K,308.747,0.547,100,SHRDS1091G,,-40.30,Wenger et al. (2019),-48.1,CS,T,05.3,02.7,TP/Kin,06.9,0050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.794+00.168,Q,308.794,0.168,52,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.857-00.345,Q,308.857,-0.345,59,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.916+00.124,K,308.916,0.125,167,ATCA261,,-41.80,Wenger et al. (2019),-50.6,90GHz,T,05.3,02.6,TP/Kin,06.9,0011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G308.918-00.241,Q,308.918,-0.241,59,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.000-00.031,Q,309.000,-0.031,50,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.026-00.277,C,309.026,-0.276,73,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.075+00.172,K,309.075,0.172,489,G309.057+00.186,,-47.0,Caswell Haynes (1987),,,T,05.4,01.2,TP/Kin,06.7,0016,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.148-00.314,Q,309.148,-0.314,84,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.151-00.215,K,309.151,-0.215,191,ATCA262,,-10.90,Wenger et al. (2019),,,,,,,08.1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.171-00.849,Q,309.171,-0.849,128,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.176-00.028,K,309.176,-0.027,72,ATCA263,,-17.20,Wenger et al. (2019),-16.4,13CO,,,,,07.8,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.220-00.463,Q,309.220,-0.463,43,,,,,-40.0,NH3,,,,,06.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.250-00.192,C,309.250,-0.192,53,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.265-00.483,Q,309.265,-0.483,36,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.270-00.517,C,309.270,-0.517,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.272-00.224,Q,309.272,-0.224,43,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.278-00.431,Q,309.278,-0.430,45,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.283-00.035,C,309.283,-0.034,111,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.285-00.629,Q,309.285,-0.628,76,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.296-00.414,C,309.296,-0.413,127,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.297-00.409,C,309.297,-0.409,608,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.350-00.587,C,309.350,-0.587,79,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.362+00.622,Q,309.362,0.623,463,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.370-00.153,C,309.370,-0.153,80,,,,,-50.9,90GHz,T,05.4,00.1,TP/Kin (Mol),06.6,-014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.393-00.115,C,309.393,-0.114,60,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.421-00.367,C,309.421,-0.366,172,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.422-00.121,C,309.422,-0.121,172,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.468-00.105,C,309.468,-0.105,56,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.494-00.023,Q,309.494,-0.022,35,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.517-00.756,Q,309.517,-0.756,52,,G309.548-00.737,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.540-00.720,K,309.540,-0.720,195,G309.548-00.737,G309.548-00.737,-43.0,Caswell Haynes (1987),,,T,05.4,02.5,TP/Kin,06.8,-067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.808+00.365,G,309.808,0.366,105,,G309.905+00.373,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.896+00.393,K,309.896,0.393,162,G309.905+00.373,G309.905+00.373,-55.0,Caswell Haynes (1987),-57.6,13CO,T,05.4,00.1,TP/Kin,06.5,0037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.917+00.342,K,309.917,0.343,376,G309.905+00.373,G309.905+00.373,-55.0,Caswell Haynes (1987),,,T,05.5,00.1,TP/Kin,06.5,0032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.921+00.481,C,309.922,0.481,127,,,,,-57.8,NH3,T,05.5,00.1,TP/Kin (Mol),06.5,0045,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.937+00.064,Q,309.937,0.064,79,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.942+00.248,Q,309.942,0.249,37,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.980+00.548,Q,309.980,0.549,58,,,,,-42.4,13CO,T,05.5,02.6,TP/Kin (Mol),06.8,0052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G309.986+00.295,Q,309.986,0.295,37,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.004+00.502,Q,310.004,0.503,55,,,,,-41.7,90GHz,,,,,06.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.015+00.389,C,310.015,0.389,117,,,,,-41.4,90GHz,,,,,06.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.143+00.758,C,310.143,0.759,73,,,,,-55.3,CS,T,05.5,00.1,TP/Kin (Mol),06.5,0072,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.168-00.132,K,310.168,-0.131,244,G310.176-00.131,,4.0,Caswell Haynes (1987),,,F,11.5,00.9,OG/Kin,08.8,-026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.182-00.247,C,310.182,-0.246,121,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.220-00.134,Q,310.220,-0.133,38,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.227-00.023,C,310.227,-0.023,325,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.260-00.199,K,310.260,-0.199,150,ATCA279,,8.90,Wenger et al. (2019),,,F,11.9,00.9,OG/Kin,09.1,-041,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.375-00.299,Q,310.375,-0.298,37,,,,,-52.4,NH3,T,05.5,00.6,TP/Kin (Mol),06.5,-028,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.457-00.358,C,310.457,-0.358,252,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.465+00.198,C,310.465,0.199,524,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.468-00.432,Q,310.468,-0.432,31,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.474+01.397,C,310.474,1.397,72,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.519-00.220,K,310.519,-0.219,95,ATCA283,,24.20,Wenger et al. (2019),24.0,CS,F,13.4,01.1,OG/Kin,10.2,-051,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.560-00.194,C,310.560,-0.193,40,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.578-00.456,Q,310.578,-0.455,38,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.630-00.421,K,310.630,-0.421,111,ATCA285,,-28.30,Wenger et al. (2019),,,N,02.0,00.7,Visible/Kin,07.3,-015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.672-00.450,K,310.672,-0.450,107,ATCA286,,-25.80,Wenger et al. (2019),,,N,01.8,00.8,Visible/Kin,07.4,-014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.688-00.314,C,310.688,-0.314,59,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.752+00.329,Q,310.752,0.330,22,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.755-00.354,Q,310.755,-0.354,48,,G310.796-00.408,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.758+00.256,Q,310.758,0.256,132,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.766-00.403,G,310.766,-0.402,39,,G310.796-00.408,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.768-00.393,Q,310.768,-0.393,18,,G310.796-00.408,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.808-00.399,K,310.808,-0.399,266,G310.796-00.408,G310.796-00.408,33.0;-57.0,Caswell Haynes (1987),,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.837+00.576,G,310.837,0.577,835,,G310.994+00.389; RCW82,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.865-00.539,Q,310.865,-0.539,48,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.886-00.558,Q,310.886,-0.557,46,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.887+00.009,K,310.887,0.010,89,ATCA290,,-55.20,Wenger et al. (2019),-58.1,90GHz,T,05.6,00.1,TP/Kin,06.4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G310.901-00.373,K,310.901,-0.373,101,ATCA291,,28.60,Wenger et al. (2019),28.4,CS,F,13.9,01.2,OG/Kin,10.5,-090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
